rating,title,text,asin,user_id,timestamp
5.0,Loved this buy!,Loved this buy! Hair is the perfect water wave & just enough to make the wig i was going for.,B07G5ZB7CD,AE44ZL2WJD3ZDDWOS7UB4NQVUX6A,2019-05-22 21:37:17.758
5.0,Five Stars,Recommended Product,B01EAZDSYU,AGW33ZCJAPYGH7F7AESY3CDKOICA,2017-10-20 14:07:34.257
5.0,Accurate,"Pretty ,easy to use, fast delivery,  my client loved it so me too ♥️♥️♥️",B08PCGM3KD,AEWKTD6BJ7BQ5BA4AYBI3CTL76MA,2021-01-16 05:34:00.231
5.0,Packagin,My son loved this product. He loved how it felt when he washed. Packaging was smart,B07D3DCXG6,AFSAFGDXQMJJE7C4KXHWDQKPR3CQ,2018-12-29 17:55:10.856
5.0,Great,"I like this product, is great",B01M69TDEG,AF67VQ75JH5O46Y3RI3TICNPAK5Q,2019-03-13 18:52:47.104
5.0,Perfect for Curly Hair Type 2,"I was introduced to this gel over a year ago. I absolutely love it. I have Type 2 curly hair and I am able to style my hair any way I wish. My daughter, who also has type 2 curly hair, often brushes her hair into a pony tail. The gel keeps hair from having fly-aways. I have short hair and use the gel to style almost into a faux mohawk. I pat down, comb down the sides and let my curls be free on top. Initially the gel has a light crisp. As the day progresses the gel no longer has a crisp to it and they are very natural looking and feeling - but I don't like when people touch my hair.",B01BV3KN2E,AGCUIDK5RT3ASA3CG6JXYL3IJ6BQ,2020-05-14 13:12:38.542
5.0,Rinsed clean. Nice lather.,Very good product.,B07MG4TMFB,AFXB52S6M3PUUD6WRL5NFSID2HUQ,2020-07-29 17:44:11.374
5.0,Love it!,My teeth are so white since I've been using this stuff! I actually get compliments from strangers 😁,B06XP1R15N,AHKR24JN23RQGDYIK7Y3M2NWHMLQ,2019-07-07 17:21:57.086
5.0,Fantastic!,I have been using these for a few weeks now and I LOVE them! The sprayer works extremely well and is comfortable in the hand. The only time I'be had a problem with the lid untwisting is when I use my right hand and push it.<br />I use one for essential oil water (use on my hair) and the other for vinegar water with essential oils (cleaning).,B0759NDR71,AFZY64ES4QPCCHMQCXLC6YNMM22A,2019-03-20 00:53:45.152
5.0,Works well,"This remover works just as it says it does! I forgot to sand first, so I had to apply it twice and left it for 3 minutes each time. The first picture is at the start, the second is after 3 minutes and the last is after it all came off. Doesn't stink, easy to apply, and works much better than acetone. Would purchase again!",B09GYQ81R5,AEJ4NKF7M2I7B353ZMYEOBVB5WUQ,2022-08-05 22:07:15.584
5.0,Returned,Returned product,B07DWBFTW2,AFWP7TY2TVXUYJVMELYOF3XGKVXA,2022-02-21 21:05:09.255
5.0,Mouthwash pump:  so much easier to use.,Pouring from a 1.5 litre bottle is difficult. The pump solves the problem. Dispenses the right amount. Pouring gives too little or too much. Listerine should provide pumps with all bottle sizes. I would pay more.,B01DUYNJL4,AHVOOAC5LARHIDHJZ7U4NTQ4WE7A,2020-02-22 02:41:34.260
5.0,Love the brush with removable long handle,Love the brush with removable long handle. The added promo oil is wonderful and will definitely buy again when I run out....,B0192I04WO,AGIXL6O3BKNJZXT6IPFCTSPRS4MA,2016-08-29 00:40:36.000
5.0,Five Stars,My nieces loved these when we had a spa night at my place.,B07176DPY2,AHBX5QCZGT5XTD5MVUYEDKRQETXQ,2018-05-26 06:39:37.788
5.0,Useful and not bad looking..,"Good size, great lighting..",B0816GJGSS,AGH25YGDS3D6LYT35X6P2SVXY67Q,2020-06-22 22:16:40.524
5.0,Smells wonderful,My favorite soap,B01N1G961M,AGQBI7EZZK3B4QLUCBAN2LDNPB2A,2019-03-16 21:59:48.431
1.0,Meh...,Did not leave me with a smooth trim no mater how many times I ran over the hairs,B07YJCW7GR,AGNEO7CC4N3F5NELG66IUWTPHALA,2020-02-19 14:46:18.651
3.0,"The smell isn’t bad, but it is not good either","This is a very small amount of mud.  The inside dimensions of the bottle are approximately 1.5” tall by less than 2” diameter.  When I opened the bottle and removed the safety seal, the mud was to the top of the bottle.  The directions include a step to stir before applying the mud.  When I stirred it, I found there was a large air bubble and the bottle was only about half full.  A little of this mud goes a long way, so this small amount will go further than some other facial masks.<br /><br />As per the instructions, I washed and dried my face before application.  The AntiAging MegaMud goes on very smoothly.  It has a strong minty smell that becomes less overwhelming with time and is partially replaced with other smells that aren’t entirely pleasant.  The smell isn’t bad, but it is not good either.<br /><br />The mud made my skin sting immediately, but it became less intense until I washed off the dried mask.  I had removed the mask and I felt my face burning still about 5-10 minutes later, so I washed my face again using cleanser.  I was fortunate that there was only the burning sensation and not a significant amount of reddening.<br /><br />The box says the peptides relax muscle tension by inhibiting the release of neurotransmitters released by the brain.  I'm not sure how I feel about having a topical beauty product interfering with my neurotransmitters.  I'm probably getting new lines as my brow furrows trying to wrap my brain around this concept.<br /><br />From the company website (https://www.viacosmedics.com/product/megamud/), this is a list of Ingredients: Deionized Water, Kaolin, Propylene Glycol, Montmorillonite (Bentonite), Glycerin USP, Magnesium Aluminum Silicate, Butylene Glycol, Carbomer, Polysorbate-20, Palmitoyl Oligopeptide, Palmitoyl Tetrapeptide-7, Acetyl Hexapeptide-8, Sodium Hyaluronate, Cucumis Sativus (Cucumber) Extract, Camelia Sinensis (Green Tea) Extract, Matricaria Recutita (Chamomile) Flower Extract, Symphytum Officinale (Comfrey) Extract, Ananas Sativus (Pineapple) Extract, Cucurbita Pepo (Pumpkin) Extract, Aloe Barbadensis Leaf Juice, Alpha Lipoic Acid, Algae Extract, Punica Granatum (Pomegranate) Extract, Calendula Officinalis (Marigold) Flower Extract, Argania Spinosa (Argan) Kernel Oil, Squalene, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Phenoxyethanol, Caprylyl Glycol, Potassium Sorbate, Hexylene Glycol<br /><br />From the other reviews, I thought I would like this product.  After a certain age, many of us probably hope for that product that really will combat wrinkles and give us just a little more youthful appearance.  I can’t imagine spending over 20 dollars for such a tiny amount of product that makes my skin burn and may or may not have anti-aging properties.  For now, I’ll just have to settle for having my beauty come from within.  Not such a bad thing anyway.<br /><br />The good news is that this product was provided at a discounted price in exchange for my honest review.",B00Q5V41NK,AGEIW5MDFTGLGFPYLIQB2Y27BIWA,2015-11-03 18:14:38.000
5.0,Love these eye brow pencils,"Love these eye brow pencils.  They last a long time and for me, the blond one is a really nice color.  I find so many of them with a redish tint and this is not.  I use a small brush to even it out after using it and it stays on all day.  I have been using these for years, very natural looking.",B00CK8XBPG,AE6STYN25H3BDPNZZFL7BBUACF2Q,2015-06-14 20:53:20.000
5.0,Best foot treatment ever!,Wow! Every single tiny area of my foot peeled off perfectly! My feet have never been so smooth!,B085C1ZPM5,AG7WW2D6TOSMF6XVCVBRQSE3GN7Q,2020-10-03 23:21:50.411
4.0,Nice carry all,Roomy...,B077Z23M8T,AFURVOLI6KOEBZOGNNKI4D554FJQ,2019-03-25 18:51:51.259
5.0,I really feel when I see my reflection in the mirror that I do look more relaxed and have a better complexion.,I received this at a special price for an honest review.  I am really liking this face cream. I've been using it for awhile now and it has reduced dryness in my face and brightened the area under my eyes. I really feel when I see my reflection in the mirror that I do look more relaxed and have a better complexion.,B00MFWKN9E,AH7EOXF3T36TL5GC7HY4HRSLP6FA,2015-07-20 15:11:32.000
1.0,No way is it crochet,Looks like a mop no pre loop it’s not good at all,B09T6YGMKJ,AH2VTSRKVLHHDHSNK2NA55GR7OSA,2022-06-18 20:42:48.257
4.0,Ok,"Great scrubby feeling, but too harsh on my skin, wish there was a soft version of this.",B00D3OX3EU,AENYUHUIL7CTZE77ZLGJXYVNL64A,2014-10-13 14:52:27.000
2.0,Guess u get what you pay for,Price was good. Used it with bundles to have a wig made. Wig was made and front was thinned a little for a more natural look and soon as I cut the lace there was problems. The lace started to tare and<br />it started to shed like crazy,B07FNPZNTM,AEEUXYFG7ADPC7XJMTTLVBPLNVOQ,2021-03-06 18:55:09.389
5.0,Five Stars,Just like the picture! pretty and shiny.,B01DNS19J6,AE3KGMD25QGSDFO5SOOCAMEVOUAQ,2017-06-14 23:45:16.511
5.0,A-OK,A-OK,B07M6LST6H,AE4SFWPC643MPIC4SM7SSSIDYIVA,2020-06-20 20:19:18.394
5.0,Easy to use,"So glad I came accross  this product, make easy for  people like me that have very basic knowledge about make up to have nice eyebrows. Very easy to use and I love the guide stickers",B07ZJKVVLW,AER6K2TDMW2IILCC3CMHORMPUHNQ,2020-04-10 16:27:03.970
5.0,Great product,These work great!  Excellent for DIY gel manicures.  Would definitely purchase again.,B07B8QZ65Y,AEKQWHOCKSVQMYABOUGY6E5EURXQ,2018-12-10 16:18:07.650
5.0,It looks like fine,It smells fine,B079RWGHQN,AFRZZJYLHUES2LN3GDXPAW4OP6WA,2019-12-14 00:01:57.262
5.0,Five Stars,I love it,B00NU843X4,AFKRFMGRE4QFB74MHI55TBHAB45A,2015-08-27 01:39:20.000
1.0,Tiene mucho formol. Es muy peligroso.,"Esto no me agrado para nada, está keratina tiene un olor muy pero muy fuerte, tiene mucho formol , me irritaron los ojos súper horrible se me pusieron súper rojos que ni los podía abrir del olor tan fuerte y la garganta un ardor súper , me arrepentí de co.prar esto ,yo me he echado muchas keratinas para alizar el cabello pero nunca había tenido una experiencia ni huelen tan fuerte, fue orrible, no aguante ni 10 minutos y me lave el cabello, lo tendré que botar porque esto es súper fuerte, hubiera leído los comentarios antes de comprar esto . Esto es muy malo porque el formol es malo deberían de prohibir eso. .",B0912RJ62Y,AHK2HKIVXY2W4IFA3WJML36QNZDQ,2021-08-14 18:22:39.438
5.0,A very light oil.,"We use a lot of essential oils for our health, beauty and household needs. This fractionated Oil, at room temperature (78 degrees), is about the consistency of baby oil. A few minutes after it's been rubbed into your skin, it  doesn't feel really greasy like some oils. I'm guessing it will make a great carrier oil for bug repellent with your preferred Essential oils mixed in. It doesn't have the coconut odor either, it's fairly odorless. My Fiance loves this stuff so far.",B01I2MU2JQ,AE5KVAGGBSVPK4P7ZDDRGAKQFJUQ,2016-10-08 15:12:33.000
1.0,"Great if you have the eyes, I don't.",Well my hooded eyes just make this an impossible look for me.,B085ZTR42P,AEST72KV37K73JF4TN5DPQWOGB7A,2021-02-03 01:30:31.733
5.0,Five Stars,This is one of the best shampoos I've tried.  My hair felt great.  I will buy this again.,B00MA7PL0A,AFIHV6ZHGOMZ53JF7VP5MMDCJ7IQ,2015-04-17 11:12:48.000
5.0,the thick bundles are important.,i love the product it was great.,B0718XXDBC,AGIE3VFJNEGY6EQQZ5T7T44B653Q,2019-07-11 16:59:14.099
5.0,Revel never disappoints!,Revel dip is the best! This is authentic dip that you would also get directly from their website. So happy with this color. It’s bright.. which is exactly what I was looking for in my purple dip!,B07NZ2LG26,AGHEEVHLCMFXMYSYLYWKFY4CWPXA,2020-06-01 01:44:42.126
5.0,"TEN ROLLERS, not six!","These are great and so is the price! I thought I was going to receive six rollers because of the description. SURPRISE! You get TEN!<br />I wanted to make the company a rare of this error, I'm sure it has cost them tons of sales, but there is no way to contact them.<br />They list, 2- filing attachments, 2- buffing attachments and 2- high shine attachments. There are four of each of the latter. I hope they see my review and make the correction.<br /><br />Sincerely,<br />Patricia Kelly",B0776KDS1G,AHB2PNQACYPNZILJM7YVCRAJLOZA,2022-03-28 20:33:59.955
5.0,Gentle enough to use on kittens,These hair scalp massager's work wonderfully for my foster kittens baths. The bristles are very soft to use on them. The size is perfect for them being so little.  They easily fit in my hand.<br /><br />I gave some to my nephew that has problems getting his hair clean and they work great. He has no trouble scrubbing his scalp.<br /><br />Love the different colors.,B08SQ31H8P,AHCA3FF2KQI7SRT32XBZCNHFEHOQ,2021-03-06 11:16:49.626
1.0,Constantly need to re-apply,"Instantly hydrates, yet lips become dry and peel with 30 minutes of applying. I am having to re-apply every hour! I love bum bum cream and wanted to love this chapstick, but it unfortunately has left me bummed. So disappointed!",B01N5CJPSX,AFHDXEMZ6Y3YPSVE4O5I7EVM4VXQ,2020-09-21 03:47:08.845
1.0,POORLY MADE IN EVERY WAY,"I had to try this for myself. I got the second  to highest arch in One my goodness, the brows were so damn long it was meant for a face the size of Fiona’s!  It is extremely difficult to draw in with a pencil as the pencil has a cushion space from the pencil wood. I then tried to use it only as a ruler and that still didn’t work well since  The eyebrows were so long across my face that I needed to bend the metal to frame my four head but the metal would not budge.<br /><br />Do not recommend at all!",B07KHTPZPQ,AEIW7V3UALCP5IKI7ZF7B2LMQCAQ,2019-08-15 22:42:37.505
5.0,SOFT,and natural. Love this!,B09TQYKQXQ,AGY56F66Y5Q2EVFTQ56OWN6IPYPA,2022-06-22 15:53:38.730
5.0,Five Stars,Great for traveling!,B01N3URYOP,AGRIAI4DXR6SV3P3KI44SRT6EXBQ,2016-12-29 20:59:17.000
5.0,This so far is working.  I am 68 and getting compliments for the 1st time.,"So easy to use.  My skin is brighter, clearer and softer.",B09TS1H16G,AGZZYDYVP4HNTBQAM76Z63IUWWSA,2022-06-17 18:47:28.942
5.0,Five Stars,If used to cover your sheet mask - it’s awesome.,B01EYAQIS4,AEGXCTNZ37HLOXUT2K66HV6Z5NOA,2018-03-19 14:32:23.501
5.0,Works great! Use gloves,"Works well, very slippery though.. make sure you wear gloves as directed, it will burn your hands a bit",B0977T7RVW,AGTQLK2ERHAIAQSMO3PG7TLMC7FQ,2023-03-24 16:22:08.727
2.0,Don't do it,"Everything is very cheaply made. My 2 favorite pieces are the brush/spatula combo, and the glass. The gel is not easy to use, no instructions, it stinks to high heaven, and after taking it off my fingers burn.",B07RWFY5XM,AG2MCJRG3RCXCU7MTFNT5N7UETZA,2020-07-09 22:08:53.053
3.0,good magnification,"It came in broken, but I decided to keep it anyway....it magnifies well. I can see every little imperfection!",B07WZQYCL2,AFC3UDGDY7YLI3QIEJXYJYPARO3Q,2019-11-12 22:09:40.072
5.0,Great Buy,"Very Cute, great value for the price. I like the variety in sizes of the clips!Came fast and packaged well.",B08ZMB2Z1P,AFNA366PEPIWSZ6UWG4LJKLHHPKA,2021-07-08 01:26:36.369
5.0,Love,I love these lip liners! Buy them!!,B07XPN6V4M,AFBWGJPY46YOIQB4MK6MG366PCJQ,2021-08-09 19:03:23.414
4.0,Love.. with issues,This product really works well I just Wish they would figure out a way to put the powder in something else the capsules don’t pull apart<br />So I have to cut them and powder just goes everywhere help please,B00EEN2HCS,AEKMNR6JV4LXWISWRKJ66FKZB5BA,2018-12-11 18:36:04.983
5.0,Five Stars,perfect,B00WUPUYCC,AFWM6K5F7JN76KURRPCFTVDQLLEQ,2017-08-16 17:36:44.193
1.0,Trash mask,It was bad it didn't do anything but make my face nreakout the smell was kind of bad i do not recommend getting this item,B08QMJLMCQ,AHPWO7TVVG245S7IYIB642CKKDOQ,2021-06-12 02:08:36.379
5.0,"Great coverage, soft on skin","always used Max Factor!  Great coverage, soft on skin.",B0043G89C8,AHDGTPVUAF2TY7EASGIPRZIMFAQQ,2015-01-15 20:11:54.000
5.0,Very satisfied,If you want your wig to stay in place and be comfortable I recommend this.,B085G3ZL7N,AE7AU7W7MHHQUSAUIKEGKXGT67MQ,2022-01-12 09:41:08.817
5.0,I love this lip balm!!,I love this lip balm! It’s moist and comfortable to wear!,B0BHZT1287,AFX3R4JWSOD42HOMU2FN75PCGIDQ,2022-11-27 16:15:30.520
5.0,gorgeous 😍,love these lashes well worth the price,B07R4H7FPL,AFH4LDRKOFG5TYKYBBZA6L257TBQ,2021-03-26 22:27:10.953
3.0,A little disappointed,"I had high hopes for this Lash Primer to help my mascara from flaking so much.  I was drawn to it by it's natural/clean ingredients.  What I don't like is the wand itself and how it feels like nothing is actually going on my lashes.  The wand is very thin with a thicker part on the end.  It is difficult to actually get any product on my lashes.  I wish the wand was fatter and easier to use.  Also, I am not sure it really helped with my ""flaking"" issue.  I won't be purchasing this again.",B0792QKBPF,AEEPISVSAKXJSEUZAW25XAN77QFQ,2019-06-03 14:48:56.395
4.0,Four Stars,I like this product,B06XRXT4JC,AFDU7HXBU2LHH6PCH435TVQXZVEA,2018-03-31 12:31:14.366
2.0,Fragrance is off....,"ok, but smells more like laundry detergent than the Dragon's Blood fragrance i was expecting.",B002VZFPJI,AGPJUY4HDQHHCHBJQ4EAD4G4CAZA,2016-04-22 11:09:39.000
5.0,Great Product,"I have been using this product for years but am unable to find it any longer locally.<br />Bodycology cream is fast absorbing, leaves my skin feeling soft and very smooth.  The fragrance is very appealing yet very light.<br />I especially like the ingredieents of Vitamins, Aloe Vera and Shea Butter.",B004OH5W6W,AHDEQA6NTXMH6V47UOLUHP4HGAMA,2012-09-20 17:17:26.000
5.0,Perfect fit,"[[VIDEOID:c8721a0352e3a69598c744d533e23cd3]] Love love love these, I got the style 4. I love how you can re-use them & they won’t fall apart easily. They go with my every day look at the firm or out for some drinks.",B07XQHLLMP,AFLWURYXY2FAAWNLBPN73LP2G3OA,2019-10-01 22:25:32.322
4.0,Easy to use,Probably my dentist note the difference,B09DYL2V3R,AHVYDOPW33WSUZJGJB43Q2STBQKA,2022-01-06 17:43:07.631
5.0,Love it,Great results. Easy to blend.,B07F3MX3W5,AHVMBXGPZW6RPPMN6CHSJKZMU4ZQ,2019-09-03 19:00:41.391
5.0,Just What I Needed,I wanted a little travel size makeup spatula for traveling and this is perfect for applying my makeup!,B07CXTNVRJ,AG6Q52AJERRDJAEQ2HZ4FGMTCRSQ,2019-08-23 15:43:45.749
5.0,Love it!,It's the perfect acessory.,B07N8TSZX3,AFSIAMMIARZZS6YUSXPDOANJJZ6A,2020-02-15 01:15:15.073
5.0,Paw washer,Very easy to watch the dogs paws,B094JZDNWV,AG2SEEZTNVKHKHD2UDSQNZ2S2PJA,2022-05-23 01:04:35.579
1.0,Half empty,"I ordered two of these and they arrived with the lids taped over with packing tape.  They felt awfully light as well.  Upon opening them, I unscrewed the tops to (ostensibly) remove the little foil or white adhesive that normally covers the tube.  These wasn’t any and the bottles were half full.  Not even 3/4ths.  However, this is my favorite sunscreen and I am saddened that I cannot purchase it in stores in my area anymore.",B07R7MSS8S,AEFYYCWMZH7JUZJ5QQENMHSHBGTQ,2021-07-03 21:16:33.452
2.0,Only one of the applicators actually works.,"Not a very good contact between applicator and the device. Plus, everyone I use it all the other lights on the floor go off",B088G1ZJHP,AHCY2LS7Z6ACG6RTHE5PT5JR5IHA,2021-11-17 18:22:26.239
4.0,Lays down those frizzies,Works really good! Lays down hairs 3 weeks after getting braids done. Kept my braids looking fresh until my new growth. That price tho... wish it was a little cheaper!,B08JFBWGXX,AGVTIFNJL3GKUMLIJZYRL5OI2WCA,2021-04-27 21:56:02.211
3.0,Safety seal issue,Came with a broken safety seal,B01N34JG8J,AG4RUP7VQJIGVSSOAKPSTKNFDIHA,2017-11-05 16:03:06.056
5.0,Would recommend,Love this hair!! I have it in my head actually now! It doesn’t shed very much at all and I wet it to de-tangle.,B07XR9BXBY,AHC23WIWH6NCKO6SGMPAHIX3QJFA,2021-04-30 16:32:53.555
5.0,Buy the Norelco 8894XL Spectra,I researched several different electric razors and came across someone else's research at Amazon.  They highly recommended the Norelco Spectra.  I took their recommendation and boy was it worth it.  My husband has had problems with ingrown hairs and has had a heck of a time finding the right razor.  He's been using this for about two weeks now and already his face looks and feels better.  All those little ingrown hair bumps are gone.  What a difference.  Best money I ever spent.,B000068PBJ,AFLG3OBSAPJ64YGMCGO7N2S2KMUA,2005-08-01 22:34:05.000
3.0,They all look the same!,The colors aren’t as bright as pictured so they basically all look the same.  I wish I would have sent them back.,B07FSBY96K,AECUZ62PXEKYGAVVFBJHVZD5CXCA,2019-09-11 22:46:33.558
1.0,Just smelly cream,This product did absolutely nothing except leaving a nasty smell.,B071NND2WX,AGOYC655XVMDEBIGMJ6QJVHMCRLA,2017-07-28 02:46:25.819
5.0,Great for wellness shots,Perfect sizing and material for my wellness shots,B06Y5XQ6SJ,AFOH56DE7MDB3L6L37TZKYF6GAVA,2020-12-08 19:55:14.349
4.0,Four Stars,not as good as the previous purchase tip not as sharp..,B00KFSXWOI,AE7N5XKW6RCOODCUYZEPDFEOVAYQ,2014-07-23 15:21:56.000
4.0,These are great quality wraps,"These are great quality wraps. These are slightly bigger than the turban-towel thing I was replacing, which ended up being a good thing as my hair was getting too long for it. The button and loop keeps this securely on my head, and the microfiber just wicks a ton of moisture from my hair.  I also use these on my kids (ages 4 and 7) who want to feel like &#34;spa girls&#34; and they stay securely on their heads as well. This was a great price for two. I would have preferred a set with two white ones, but there's nothing wrong with the pink. The color hasn't bled or anything.",B0145XI8RO,AEIKLSAK254GZF3TYZUPC4ONTMHQ,2017-01-10 21:13:00.000
5.0,yes!!!,Smell is amazing...,B014UJZW2M,AENL4YH2MGM2SYVZXNC3JRT2626Q,2020-08-09 15:38:56.457
3.0,Overrated.,It's top and base coat. Not a miracle.,B00THL6L2O,AHQ6R7IYLIRBDBED3G7YCYTIIZGA,2015-06-11 17:16:18.000
5.0,Polo,This was a perfect gift for my grandson for his 16th birthday...he wears all the different scents,B071J1MY3C,AHKA42GJVKEEUGE6YA2ZPMAYGYDA,2021-09-18 16:05:54.542
4.0,Good product for the family,"While I was looking for Charcoal toothpaste, I came across these toothbrushes and found them interesting. As my husband was looking forward to change his toothbrush, we decided to purchase this one. Good thing is this is a pack of 4 toothbrushes (including two small ones). The bristles feel good and gentle enough for the mouth. As they are soft and loose, he thought that they might end up in  staying in the mouth but this one did not do so. They clean the mouth perfectly not painful as well. We like the shape and lightness of these brushes. Good product for the entire family.",B076VQL2Y9,AFEIZIN273FY2NJJOJAABWQQZ25Q,2018-03-31 22:32:41.621
3.0,Better than the others,"This mat is small, hard and not comfy, but it is better than bathing with the ones that get embedded with mold.",B07TV1N2CG,AEDPAE7FJVVGNT3YKTDU77IVJYXQ,2021-01-20 13:10:05.382
1.0,Smells off,Smells a lot like metallic and isn’t very smooth like would expect an oil to be,B071D5BMVF,AFTGRN3XRIC6HZGUYY4YIHAJD3DQ,2020-01-19 06:36:27.030
5.0,Great product,I absolutely love this.,B07GYZC3BM,AE3DN4V5MG5ZWVOR353OYTNMT2MQ,2019-12-16 03:25:54.205
5.0,Works great in the hot desert heat,"My husband has been alternating his antiperspirants between this Cool Rush scent and the Overtime scent. He prefers the scent of the Cool Rush because it's a little more subtle but very clean and fresh smelling. I prefer when he wears the Overtime scent because it smells sporty and masculine. Either one would be a good choice because they both smell amazing and my husband says they both keep him dry and smelling great, which definitely says a lot because we live in the hot desert climate.",B00G7PCKI2,AFWBDZSBDUUMV7R7C4V64K6OZYAQ,2014-05-12 01:18:21.000
5.0,A splendid piece of merchandise,Excellent product find a leather couldn't be happier,B01I764O64,AFVWXITZFEAXB2EQRZST5HYFP7CQ,2017-03-15 18:17:01.000
5.0,YOU WONT REGRET IT,This eyeliner is an absolute game changer!! It will hold your lashes in place and it’s great for when your in a rush or on the go. It makes wearing lashes so much easier than having to deal with regular glue I am speechless. BUY IT NOW,B08HWB3LFT,AFBOCTQ4BIINJGVPJVJSRMPUGNIQ,2021-01-23 19:38:09.234
5.0,Great service.,"Great service.....packaged neatly. arrived on time. I didn't care too much for the fragrance, but that was my choice to order with out knowing how it would smell. It smelled good, just didn't like the way it smelled on me. I gave to my sister, it smells great on her and she loves it.",B06WRSLS9J,AFPOT3LTNGLNYL7ZBV776O3LJU4Q,2018-03-06 15:57:54.023
5.0,Perfect for on the go,"Make my life simple please! Pixi natural mineral kit does just that. I take it with me everywhere I go so touch ups are no problem. Everything I need is in one little compact. Love the natural colors that give my face just the right amount of glow for any occasion,",B001BQ80XG,AHCVL2EPF6KK7IC2B3TGI7PRH6AA,2014-04-30 00:19:09.000
5.0,Beautiful!,"My favorite color.  Glass, well made.  Would definitely buy again!",B0759NDR71,AERZRMTKWHDTIMQSZRHWYVR25KYQ,2018-07-31 19:29:26.985
5.0,I really love these brushes,"I really love these brushes.  They are great for travel bags.  They fold up to a very small size, have a useable mirror (to me anyway) that I use in the shower when I shave, and actually do work as a brush...heheh.",B01DTI4ZSM,AH7SX3Y3MV7H6DWE7R45W2QINMIA,2017-01-02 21:03:59.000
5.0,Super Cute,Great gift for a recipient who needs unscented skin care. Cute packaging.,B07HJFJJLD,AEXTZHCGJ4XIV6PMBYMMN33Y6MKA,2020-09-11 16:18:02.194
1.0,One Star,Too bad quality<br />Came in broken,B018E71U5Y,AHDG5PIVVBLBPEIM5YTIZNHFLBSA,2017-06-15 13:23:19.311
4.0,Four Stars,Very good,B008M78MFI,AFRHR253UDNE67TAOC3UER7F7FKQ,2018-05-22 10:58:53.170
1.0,USESLESS,"For a whopping $6 for just a pump, you would think said pump would actually work! Shipping was slow because they are not prime eligible and by the time I finally received the pump, it didn’t work anyway! It’s really not worth the hassle of requesting and sending in a return. Waste of $6! Do yourself a favor, save $6, and don’t buy this.",4293845755,AFEDVAAUMO4OTJTF2WA5OFZ3ECVA,2017-12-10 10:25:16.519
3.0,No results found for me.,Did not see a difference.,B01IA95GV0,AEZDFSMZWHSRQQL4WZX5P7ITGKXQ,2022-06-02 00:02:37.532
5.0,Try it. you might like itm,sticks are too small. burn too fast. scent isnt strong. not worth it. wont buy again.,B001B68ZHW,AGXEPIE52NR7OP6MXON5JQURHKTA,2021-01-08 16:00:16.638
2.0,No space,Was way too small for the price I paid! Barely long enough for a blush brush. I miss the old Caboodles. I have a lot of make up. Needs more space.,B00WZWK13C,AEC7TDXXZQEAUNF5L2AZKBV3ZXDA,2015-09-05 04:47:27.000
5.0,A solid buy,"I purchased the razor reluctantly after my other electric razor died. I had a cheaper model before that worked fine, so I really didn't see the need to spend a little more for this device. I am glad I did though, since having used this razor for over a month now, I can say it was well worth it. The features and quick recharge are nice. Being easy to clean is great too. But the best feature of all is the razor's perfect function as a shaver that hits every area, but is not harsh. Razor burn is a problem for me, or was. I no loger get it and this is a dry razor, you don't need lotion or water. I highly suggest this razor as a complete and comfortable device. It is worth the added expense.",B000A23CQM,AEORSWUQO2XBMGFCJB63PWLM73WA,2007-08-26 22:38:28.000
3.0,Not the best,Not the best. Plastic cap on the string falls of instantly which makes the ribbon prone to falling out.,B07GMD7Y9V,AEBHIKZNAVW5KSRRSJ6TAYJZ5DJA,2019-11-12 03:47:15.838
5.0,Love this conditioner!,"I love this conditioner! Be sure to follow the directions and rinse twice, or it will leave your hair greasy. I am a 64 year old woman with virgin hair. It’s my absolute favorite!",B0716JYCPS,AEXQYLCRNV6QRA64OJGBTJ6XXTKQ,2018-07-08 11:11:57.824
5.0,Five Stars,use it for easy clean up for nail art,B006GDQL44,AFMTQJLPWPQ7GYDMHKLOKMBYFANQ,2016-06-20 02:58:51.000
4.0,Just a bit darker than expected ...,"Just a bit darker than I expected. It is a medium to full coverage. It does cover blemishes.Thought it would have a smoother-creamier consistency. It is on the hardwe firmer side, which makes it a bit harder to apply. But if you use just a drop of almond, jojoba, or another type of carrier oil on the product or on your applicator to pick up--absorb the product. It may be easier to apply, as I read in another review. All and all, I do like this product and it's concept of many uses. Hope this helps.",B00TTV8Y22,AGVTZ5FK7UNV5MR7CSSCD26QJURA,2017-05-01 19:29:45.000
5.0,Kourtney B,So easy to use. Highly recommend.,B07WTYYQX8,AE6EPPGSB26EMVPB7PWRXNYHYIAA,2019-11-17 20:39:59.754
2.0,Already broke after 3 days,"This product broke pretty much immediately after my daughter started wearing it as soon as we got it, not even 3 days. It’s cheap but even so not worth it for basically one time use.",B0719KWG8H,AH6IW7C2K64672JU2EU4NA3LCG4A,2022-03-17 06:05:44.087
4.0,Nice detailed steampunk,This locket does look as advertised. It does glow nicely. The only disappointed was the size. It's about the size of a quarter.,B00C6QB9GK,AHFX6KHHURKT7GFU5IHL6B44JDMQ,2016-12-13 01:10:19.000
5.0,The stamper makes my life alot easier,I love this liner it lasted all day at work till I got home and rubbed my eyes from being tired. It's so easy to apply its smooth and can make you look flawless because you just stamp the wing and fill it in. I will order more when these get gone.,B085ZTR42P,AHWZGFDAGZKSQSTTV3NENM4EDQKQ,2020-10-24 20:39:11.235
